Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1218","SAOUHSC_01333","VBIStaAur99865_1218","PATRIC.93061.5.NC_007795.CDS.1275058.1275681.rev","PATRIC","CDS",1275058,1275681,624,"-","FIG00000510","PLF_1279_00000937","PGF_03810679","YP_499863.1",207,,"SOS-response repressor and protease LexA (EC 3.4.21.88)","GO:0008992|repressor LexA activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1219","SAOUHSC_01334","VBIStaAur99865_1219","PATRIC.93061.5.NC_007795.CDS.1275821.1276057.fwd","PATRIC","CDS",1275821,1276057,237,"+","FIG01107900","PLF_1279_00002155","PGF_03469449","YP_499864.1",78,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1220","SAOUHSC_01336","VBIStaAur99865_1220","PATRIC.93061.5.NC_007795.CDS.1276193.1276432.fwd","PATRIC","CDS",1276193,1276432,240,"+","FIG01108405","PLF_1279_00001067","PGF_08225224","YP_499865.1",79,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1221","SAOUHSC_01337","VBIStaAur99865_1221","PATRIC.93061.5.NC_007795.CDS.1276553.1278541.fwd","PATRIC","CDS",1276553,1278541,1989,"+","FIG00020289","PLF_1279_00121152","PGF_01136362","YP_499866.1",662,,"Transketolase (EC 2.2.1.1)","GO:0004802|transketolase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.9","SAOUHSC_00009","VBIStaAur99865_0009","PATRIC.93061.5.NC_007795.CDS.12786.14072.fwd","PATRIC","CDS",12786,14072,1287,"+","FIG00000121","PLF_1279_00000359","PGF_00051525","YP_498617.1",428,,"Seryl-tRNA synthetase (EC 6.1.1.11)","GO:0004828|serine-tRNA ligase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1222","SAOUHSC_01338","VBIStaAur99865_1222","PATRIC.93061.5.NC_007795.CDS.1278819.1279061.fwd","PATRIC","CDS",1278819,1279061,243,"+","FIG01108282","PLF_1279_00000879","PGF_00427033","YP_499867.1",80,,"UPF0154 protein YneF",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1223","SAOUHSC_01340","VBIStaAur99865_1223","PATRIC.93061.5.NC_007795.CDS.1279240.1279707.fwd","PATRIC","CDS",1279240,1279707,468,"+","FIG01108095","PLF_1279_00000962","PGF_01462542","YP_499869.1",155,,"CcdC protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1224","SAOUHSC_01341","VBIStaAur99865_1224","PATRIC.93061.5.NC_007795.CDS.1279831.1280952.fwd","PATRIC","CDS",1279831,1280952,1122,"+","FIG00000782","PLF_1279_00001323","PGF_09155108","YP_499870.1",373,,"Exonuclease SbcD","GO:0016787|hydrolase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1225","SAOUHSC_01342","VBIStaAur99865_1225","PATRIC.93061.5.NC_007795.CDS.1280956.1283799.fwd","PATRIC","CDS",1280956,1283799,2844,"+","FIG01304601","PLF_1279_00001439","PGF_08690689","YP_499871.1",947,,"Exonuclease SbcC","GO:0005524|ATP binding;GO:0005694|chromosome;GO:0051276|chromosome organization and biogenesis"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1226","SAOUHSC_01343","VBIStaAur99865_1226","PATRIC.93061.5.NC_007795.CDS.1283879.1283986.fwd","PATRIC","CDS",1283879,1283986,108,"+","FIG01304601","PLF_1279_00001439","PGF_08690689","YP_499872.1",35,,"Exonuclease SbcC","GO:0005524|ATP binding;GO:0005694|chromosome;GO:0051276|chromosome organization and biogenesis"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1227",,"VBIStaAur99865_1227","PATRIC.93061.5.NC_007795.CDS.1284057.1284419.rev","PATRIC","CDS",1284057,1284419,363,"-","FIG00000518","PLF_1279_00001030","PGF_01171887",,120,,"Large-conductance mechanosensitive channel","GO:0005216|ion channel activity;GO:0006810|transport;GO:0016020|membrane"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1228","SAOUHSC_01346","VBIStaAur99865_1228","PATRIC.93061.5.NC_007795.CDS.1284623.1286269.fwd","PATRIC","CDS",1284623,1286269,1647,"+","FIG00012746","PLF_1279_00000123","PGF_00891810","YP_499874.1",548,,"Glycine betaine transporter OpuD",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.115","SAOUHSC_00123","VBIStaAur99865_0115","PATRIC.93061.5.NC_007795.CDS.128497.129663.fwd","PATRIC","CDS",128497,129663,1167,"+","FIG00024470","PLF_1279_00002234","PGF_00416319","YP_498723.1",388,,"Capsular polysaccharide synthesis enzyme Cap5J",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1229",,"VBIStaAur99865_1229","PATRIC.93061.5.NC_007795.CDS.1286534.1286650.rev","PATRIC","CDS",1286534,1286650,117,"-","FIG01417229","PLF_1279_00152800","PGF_08225224",,38,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1231",,"VBIStaAur99865_1231","PATRIC.93061.5.NC_007795.CDS.1286725.1286844.rev","PATRIC","CDS",1286725,1286844,120,"-","FIG00638284","PLF_1279_00132969","PGF_08225224",,39,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1232",,"VBIStaAur99865_1232","PATRIC.93061.5.NC_007795.CDS.1286805.1286924.fwd","PATRIC","CDS",1286805,1286924,120,"+","FIG00638284","PLF_1279_00085250","PGF_06948372",,39,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1233","SAOUHSC_01347","VBIStaAur99865_1233","PATRIC.93061.5.NC_007795.CDS.1287161.1289866.fwd","PATRIC","CDS",1287161,1289866,2706,"+","FIG00022996","PLF_1279_00000295","PGF_04243787","YP_499875.1",901,,"Aconitate hydratase (EC 4.2.1.3)","GO:0003994|aconitate hydratase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1234","SAOUHSC_01348","VBIStaAur99865_1234","PATRIC.93061.5.NC_007795.CDS.1290046.1290513.fwd","PATRIC","CDS",1290046,1290513,468,"+","FIG00002515","PLF_1279_00000845","PGF_00424236","YP_499876.1",155,,"4-hydroxybenzoyl-CoA thioesterase family active site","GO:0003824|catalytic activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1235","SAOUHSC_01349","VBIStaAur99865_1235","PATRIC.93061.5.NC_007795.CDS.1290720.1291016.rev","PATRIC","CDS",1290720,1291016,297,"-","FIG01108261","PLF_1279_00001056","PGF_00308739","YP_499877.1",98,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1236","SAOUHSC_01350","VBIStaAur99865_1236","PATRIC.93061.5.NC_007795.CDS.1291392.1292000.rev","PATRIC","CDS",1291392,1292000,609,"-","FIG00000459","PLF_1279_00000678","PGF_01323228","YP_499878.1",202,,"Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1237","SAOUHSC_01351","VBIStaAur99865_1237","PATRIC.93061.5.NC_007795.CDS.1292200.1294197.fwd","PATRIC","CDS",1292200,1294197,1998,"+","FIG00000439","PLF_1279_00000164","PGF_06005188","YP_499879.1",665,,"DNA topoisomerase IV subunit B (EC 5.99.1.3)","GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1238","SAOUHSC_01352","VBIStaAur99865_1238","PATRIC.93061.5.NC_007795.CDS.1294197.1296599.fwd","PATRIC","CDS",1294197,1296599,2403,"+","FIG00000425","PLF_1279_00000339","PGF_00057270","YP_499880.1",800,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.116","SAOUHSC_00124","VBIStaAur99865_0116","PATRIC.93061.5.NC_007795.CDS.129656.130861.fwd","PATRIC","CDS",129656,130861,1206,"+","FIG00024629","PLF_1279_00002233","PGF_00416321","YP_498724.1",401,,"Capsular polysaccharide synthesis enzyme Cap5K",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1239","SAOUHSC_01354","VBIStaAur99865_1239","PATRIC.93061.5.NC_007795.CDS.1296849.1298309.fwd","PATRIC","CDS",1296849,1298309,1461,"+","FIG01346048","PLF_1279_00000873","PGF_01843012","YP_499882.1",486,,"Sodium:alanine symporter family protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1240","SAOUHSC_01356","VBIStaAur99865_1240","PATRIC.93061.5.NC_007795.CDS.1298809.1299660.fwd","PATRIC","CDS",1298809,1299660,852,"+","FIG01310339","PLF_1279_00001651","PGF_00057413","YP_499883.1",283,,"Transcription antiterminator",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1241","SAOUHSC_01357","VBIStaAur99865_1241","PATRIC.93061.5.NC_007795.CDS.1299635.1299802.fwd","PATRIC","CDS",1299635,1299802,168,"+","FIG01108649","PLF_1279_00003580","PGF_03474591","YP_499884.1",55,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1242","SAOUHSC_01358","VBIStaAur99865_1242","PATRIC.93061.5.NC_007795.CDS.1299855.1301003.fwd","PATRIC","CDS",1299855,1301003,1149,"+","FIG00009731","PLF_1279_00001385","PGF_02009924","YP_499885.1",382,,"UPF0118 membrane protein YubA",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1243","SAOUHSC_01359","VBIStaAur99865_1243","PATRIC.93061.5.NC_007795.CDS.1301484.1304006.fwd","PATRIC","CDS",1301484,1304006,2523,"+","FIG00009203","PLF_1279_00001271","PGF_03105433","YP_499886.1",840,,"L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)","GO:0050071|lysyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1244","SAOUHSC_01360","VBIStaAur99865_1244","PATRIC.93061.5.NC_007795.CDS.1304209.1304718.rev","PATRIC","CDS",1304209,1304718,510,"-","FIG00002199","PLF_1279_00001102","PGF_05083865","YP_499887.1",169,,"Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)","GO:0008113|peptide-methionine (S)-S-oxide reductase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1245","SAOUHSC_01361","VBIStaAur99865_1245","PATRIC.93061.5.NC_007795.CDS.1304855.1305838.fwd","PATRIC","CDS",1304855,1305838,984,"+","FIG00010165","PLF_1279_00000819","PGF_00030669","YP_499888.1",327,,"Peptide methionine sulfoxide reductase regulator MsrR",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1246","SAOUHSC_01362","VBIStaAur99865_1246","PATRIC.93061.5.NC_007795.CDS.1305926.1306114.rev","PATRIC","CDS",1305926,1306114,189,"-","FIG00010453","PLF_1279_00001059","PGF_12808897","YP_499889.1",62,,"2-hydroxymuconate tautomerase-like protein YwhB (Bsu3751)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1247","SAOUHSC_01363","VBIStaAur99865_1247","PATRIC.93061.5.NC_007795.CDS.1306259.1307521.fwd","PATRIC","CDS",1306259,1307521,1263,"+","FIG00023943","PLF_1279_00000111","PGF_01350455","YP_499890.1",420,,"Putative UV-damage repair protein UvrX",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1248","SAOUHSC_01364","VBIStaAur99865_1248","PATRIC.93061.5.NC_007795.CDS.1307658.1308749.rev","PATRIC","CDS",1307658,1308749,1092,"-","FIG00132787","PLF_1279_00000472","PGF_04871820","YP_499891.1",363,,"Prephenate dehydrogenase (EC 1.3.1.12)","GO:0008977|prephenate dehydrogenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.117","SAOUHSC_00125","VBIStaAur99865_0117","PATRIC.93061.5.NC_007795.CDS.130862.132067.fwd","PATRIC","CDS",130862,132067,1206,"+","FIG00027565","PLF_1279_00001851","PGF_00416323","YP_498725.1",401,,"Capsular polysaccharide synthesis enzyme Cap5L","GO:0009058|biosynthetic process"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1249","SAOUHSC_01365","VBIStaAur99865_1249","PATRIC.93061.5.NC_007795.CDS.1308914.1309945.fwd","PATRIC","CDS",1308914,1309945,1032,"+","FIG00001530","PLF_1279_00001263","PGF_00422645","YP_499892.1",343,,"Deblocking aminopeptidase (EC 3.4.11.-)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1250","SAOUHSC_01366","VBIStaAur99865_1250","PATRIC.93061.5.NC_007795.CDS.1310437.1311843.fwd","PATRIC","CDS",1310437,1311843,1407,"+","FIG00011663","PLF_1279_00001142","PGF_00056814","YP_499893.1",468,,"Anthranilate synthase, aminase component (EC 4.1.3.27)","GO:0004049|anthranilate synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1251","SAOUHSC_01367","VBIStaAur99865_1251","PATRIC.93061.5.NC_007795.CDS.1311840.1312406.fwd","PATRIC","CDS",1311840,1312406,567,"+","FIG01304829","PLF_1279_00001268","PGF_00743561","YP_499894.1",188,,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)","GO:0004049|anthranilate synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1252","SAOUHSC_01368","VBIStaAur99865_1252","PATRIC.93061.5.NC_007795.CDS.1312412.1313410.fwd","PATRIC","CDS",1312412,1313410,999,"+","FIG00062957","PLF_1279_00001199","PGF_00056662","YP_499895.1",332,"trpD","Anthranilate phosphoribosyltransferase (EC 2.4.2.18)","GO:0004048|anthranilate phosphoribosyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1253","SAOUHSC_01369","VBIStaAur99865_1253","PATRIC.93061.5.NC_007795.CDS.1313412.1314194.fwd","PATRIC","CDS",1313412,1314194,783,"+","FIG00135159","PLF_1279_00001202","PGF_00014051","YP_499896.1",260,"trpC","Indole-3-glycerol phosphate synthase (EC 4.1.1.48)","GO:0004425|indole-3-glycerol-phosphate synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1254","SAOUHSC_01370","VBIStaAur99865_1254","PATRIC.93061.5.NC_007795.CDS.1314191.1314826.fwd","PATRIC","CDS",1314191,1314826,636,"+","FIG00069722","PLF_1279_00001130","PGF_00033941","YP_499897.1",211,,"Phosphoribosylanthranilate isomerase (EC 5.3.1.24)","GO:0004640|phosphoribosylanthranilate isomerase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1255","SAOUHSC_01371","VBIStaAur99865_1255","PATRIC.93061.5.NC_007795.CDS.1314819.1316033.fwd","PATRIC","CDS",1314819,1316033,1215,"+","FIG00116323","PLF_1279_00000274","PGF_00062027","YP_499898.1",404,,"Tryptophan synthase beta chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1256","SAOUHSC_01372","VBIStaAur99865_1256","PATRIC.93061.5.NC_007795.CDS.1316026.1316754.fwd","PATRIC","CDS",1316026,1316754,729,"+","FIG00105533","PLF_1279_00001274","PGF_00062023","YP_499899.1",242,"trpA","Tryptophan synthase alpha chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1257","SAOUHSC_01373","VBIStaAur99865_1257","PATRIC.93061.5.NC_007795.CDS.1317478.1318338.fwd","PATRIC","CDS",1317478,1318338,861,"+","FIG00003285","PLF_1279_00000447","PGF_00413336","YP_499900.1",286,,"tRNA-dependent lipid II-Gly glycyltransferase (EC 2.3.2.17) @ tRNA-dependent lipid II-GlyGly glycyltransferase (EC 2.3.2.17) @ FemA, factor essential for methicillin resistance",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1258","SAOUHSC_01374","VBIStaAur99865_1258","PATRIC.93061.5.NC_007795.CDS.1318357.1319616.fwd","PATRIC","CDS",1318357,1319616,1260,"+","FIG00009374","PLF_1279_00000488","PGF_00413337","YP_499901.1",419,,"tRNA-dependent lipid II-GlyGlyGly glycyltransferase (EC 2.3.2.18) @ tRNA-dependent lipid II-GlyGlyGlyGly glycyltransferase (EC 2.3.2.18) @ FemB, factor involved in methicillin resistance",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1259","SAOUHSC_01375","VBIStaAur99865_1259","PATRIC.93061.5.NC_007795.CDS.1320299.1321066.fwd","PATRIC","CDS",1320299,1321066,768,"+","FIG01307753","PLF_1279_00001401","PGF_00041482","YP_499902.1",255,,"Putative hydrolase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.118","SAOUHSC_00126","VBIStaAur99865_0118","PATRIC.93061.5.NC_007795.CDS.132078.132635.fwd","PATRIC","CDS",132078,132635,558,"+","FIG01956051","PLF_1279_00001748","PGF_00416330","YP_498726.1",185,,"Capsular polysaccharide synthesis enzyme Cap8M",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1260","SAOUHSC_01376","VBIStaAur99865_1260","PATRIC.93061.5.NC_007795.CDS.1321114.1321587.rev","PATRIC","CDS",1321114,1321587,474,"-","FIG01108122","PLF_1279_00002124","PGF_00095101","YP_499903.1",157,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1261","SAOUHSC_01377","VBIStaAur99865_1261","PATRIC.93061.5.NC_007795.CDS.1321711.1322412.rev","PATRIC","CDS",1321711,1322412,702,"-","FIG01325531","PLF_1279_00001966","PGF_03990746","YP_499904.1",233,,"ABC-type dipeptide/oligopeptide/nickel transport system, ATP-binding protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1262","SAOUHSC_01378","VBIStaAur99865_1262","PATRIC.93061.5.NC_007795.CDS.1322405.1323178.rev","PATRIC","CDS",1322405,1323178,774,"-","FIG01325531","PLF_1279_00001797","PGF_00008135","YP_499905.1",257,,"ABC-type dipeptide/oligopeptide/nickel transport system, ATP-binding protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1263","SAOUHSC_01379","VBIStaAur99865_1263","PATRIC.93061.5.NC_007795.CDS.1323165.1323995.rev","PATRIC","CDS",1323165,1323995,831,"-","FIG01377008","PLF_1279_00002210","PGF_10565701","YP_499906.1",276,,"ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1264","SAOUHSC_01380","VBIStaAur99865_1264","PATRIC.93061.5.NC_007795.CDS.1323988.1324974.rev","PATRIC","CDS",1323988,1324974,987,"-","FIG01377008","PLF_1279_00002196","PGF_07935890","YP_499907.1",328,,"ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1265","SAOUHSC_01382","VBIStaAur99865_1265","PATRIC.93061.5.NC_007795.CDS.1325278.1325622.rev","PATRIC","CDS",1325278,1325622,345,"-","FIG01107932","PLF_1279_00001537","PGF_00212205","YP_499909.1",114,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1266","SAOUHSC_01383","VBIStaAur99865_1266","PATRIC.93061.5.NC_007795.CDS.1325827.1327641.fwd","PATRIC","CDS",1325827,1327641,1815,"+","FIG00628107","PLF_1279_00000392","PGF_05614715","YP_499910.1",604,,"Oligoendopeptidase F-like protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.119","SAOUHSC_00127","VBIStaAur99865_0119","PATRIC.93061.5.NC_007795.CDS.132635.133522.fwd","PATRIC","CDS",132635,133522,888,"+","FIG00022300","PLF_1279_00001935","PGF_00416331","YP_498727.1",295,,"Capsular polysaccharide synthesis enzyme Cap8N",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1267","SAOUHSC_01384","VBIStaAur99865_1267","PATRIC.93061.5.NC_007795.CDS.1327781.1328422.rev","PATRIC","CDS",1327781,1328422,642,"-","FIG00104848","PLF_1279_00001734","PGF_00984073","YP_499911.1",213,,"Phosphate transport system regulatory protein PhoU",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1268","SAOUHSC_01385","VBIStaAur99865_1268","PATRIC.93061.5.NC_007795.CDS.1328429.1329280.rev","PATRIC","CDS",1328429,1329280,852,"-","FIG00011114","PLF_1279_00000354","PGF_06213055","YP_499912.1",283,,"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1269","SAOUHSC_01386","VBIStaAur99865_1269","PATRIC.93061.5.NC_007795.CDS.1329327.1330244.rev","PATRIC","CDS",1329327,1330244,918,"-","FIG00083946","PLF_1279_00000864","PGF_01072302","YP_499913.1",305,,"Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1270","SAOUHSC_01387","VBIStaAur99865_1270","PATRIC.93061.5.NC_007795.CDS.1330246.1331172.rev","PATRIC","CDS",1330246,1331172,927,"-","FIG00018561","PLF_1279_00000931","PGF_02405545","YP_499914.1",308,,"Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.1271","SAOUHSC_01389","VBIStaAur99865_1271","PATRIC.93061.5.NC_007795.CDS.1331363.1332346.rev","PATRIC","CDS",1331363,1332346,984,"-","FIG00010508","PLF_1279_00000199","PGF_07668761","YP_499916.1",327,,"Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",
